5.119420402768406486e-01 -2.152177984536582031e-02 0.000000000000000000e+00
5.184845001812170562e-01 -2.156481197643033212e-02 0.000000000000000000e+00
5.249931672088449242e-01 -2.161029874330200676e-02 0.000000000000000000e+00
5.314676356627066056e-01 -2.165823973217116671e-02 0.000000000000000000e+00
5.379074967724790657e-01 -2.170862828842767128e-02 0.000000000000000000e+00
5.443123388274500041e-01 -2.176145080425615982e-02 0.000000000000000000e+00
5.506817468552145378e-01 -2.181668611930116797e-02 0.000000000000000000e+00
5.570152857522790990e-01 -2.187430799651008534e-02 0.000000000000000000e+00
5.633125699992684865e-01 -2.193427046755121179e-02 0.000000000000000000e+00
5.695731619419819314e-01 -2.199652724895531652e-02 0.000000000000000000e+00
5.757966381427542801e-01 -2.206101749986399269e-02 0.000000000000000000e+00
5.819826055969099521e-01 -2.212766136510366244e-02 0.000000000000000000e+00
5.881305726495605901e-01 -2.219638592526578663e-02 0.000000000000000000e+00
5.942401396927198265e-01 -2.226708419021783750e-02 0.000000000000000000e+00
6.003108753932530073e-01 -2.233963985204912017e-02 0.000000000000000000e+00
6.063423468945655648e-01 -2.241391980261999567e-02 0.000000000000000000e+00
6.123341200004566165e-01 -2.248977289397360163e-02 0.000000000000000000e+00
6.182857592744017694e-01 -2.256702868900163292e-02 0.000000000000000000e+00
6.241968281679808328e-01 -2.264549620218061360e-02 0.000000000000000000e+00
6.300668891435150520e-01 -2.272496264276429104e-02 0.000000000000000000e+00
6.358955037978737401e-01 -2.280519217850561151e-02 0.000000000000000000e+00
6.416822330150744325e-01 -2.288592477664889643e-02 0.000000000000000000e+00
6.474266370879128152e-01 -2.296687504546070582e-02 0.000000000000000000e+00
6.531282759005655469e-01 -2.304773123030139093e-02 0.000000000000000000e+00
6.587867080636858885e-01 -2.312815447532947516e-02 0.000000000000000000e+00
6.644014951233725430e-01 -2.320777743861205875e-02 0.000000000000000000e+00
6.699721961826216043e-01 -2.328620464872683746e-02 0.000000000000000000e+00
6.754983717868923154e-01 -2.336301161799865869e-02 0.000000000000000000e+00
6.809795855423173006e-01 -2.343774460445114879e-02 0.000000000000000000e+00
6.864153965828720949e-01 -2.350992221108992933e-02 0.000000000000000000e+00
6.918053717064459596e-01 -2.357903411203203861e-02 0.000000000000000000e+00
6.971490786294689546e-01 -2.364454343307945475e-02 0.000000000000000000e+00
7.024460884991104992e-01 -2.370588792945099027e-02 0.000000000000000000e+00
7.076959768675430418e-01 -2.376248207712790619e-02 0.000000000000000000e+00
7.128983247372673304e-01 -2.381371968293266930e-02 0.000000000000000000e+00
7.180527197769068781e-01 -2.385897709211118670e-02 0.000000000000000000e+00
7.231587576962660302e-01 -2.389761701540338984e-02 0.000000000000000000e+00
7.282160437722616786e-01 -2.392899298914838782e-02 0.000000000000000000e+00
7.332241945782056458e-01 -2.395245450096262010e-02 0.000000000000000000e+00
7.381828397926903929e-01 -2.396735267574718470e-02 0.000000000000000000e+00
7.430916241871770023e-01 -2.397304666230254747e-02 0.000000000000000000e+00
7.479502097031380803e-01 -2.396891048068127208e-02 0.000000000000000000e+00
7.527582776678750642e-01 -2.395434035243049556e-02 0.000000000000000000e+00
7.575155309059949937e-01 -2.392876243860793395e-02 0.000000000000000000e+00
7.622216959326229002e-01 -2.389164077780355985e-02 0.000000000000000000e+00
7.668765250760051222e-01 -2.384248528791529584e-02 0.000000000000000000e+00
7.714797983643453261e-01 -2.378085971531063506e-02 0.000000000000000000e+00
7.760313252268624673e-01 -2.370638925886926762e-02 0.000000000000000000e+00
7.805309458662654798e-01 -2.361876768344338060e-02 0.000000000000000000e+00
7.849785322280341537e-01 -2.351776368875339168e-02 0.000000000000000000e+00
7.893739884831807441e-01 -2.340322630200214124e-02 0.000000000000000000e+00
7.937172509467751436e-01 -2.327508906810357020e-02 0.000000000000000000e+00
7.980082873643858932e-01 -2.313337282671871706e-02 0.000000000000000000e+00
8.022470955127676273e-01 -2.297818689060908762e-02 0.000000000000000000e+00
8.064337010793163341e-01 -2.280972847488338395e-02 0.000000000000000000e+00
8.105681548064420650e-01 -2.262828027054756067e-02 0.000000000000000000e+00
8.146505288901131348e-01 -2.243420609881701180e-02 0.000000000000000000e+00
8.186809127856344848e-01 -2.222794468687738431e-02 0.000000000000000000e+00
8.226594082278643194e-01 -2.201000155302502634e-02 0.000000000000000000e+00
8.265861237934740702e-01 -2.178093914272826934e-02 0.000000000000000000e+00
8.304611690603114216e-01 -2.154136546240252581e-02 0.000000000000000000e+00
8.342846483872294883e-01 -2.129192130580343650e-02 0.000000000000000000e+00
8.380566545313954396e-01 -2.103326641687515430e-02 0.000000000000000000e+00
8.417772621797466881e-01 -2.076606481588724393e-02 0.000000000000000000e+00
8.454465216419265738e-01 -2.049096971448859453e-02 0.000000000000000000e+00
8.490644525690507205e-01 -2.020860807781788698e-02 0.000000000000000000e+00
8.526310381135943084e-01 -1.991956546503411904e-02 0.000000000000000000e+00
8.561462193829942890e-01 -1.962437122471201098e-02 0.000000000000000000e+00
8.596098903145605874e-01 -1.932348441855092844e-02 0.000000000000000000e+00
8.630218929756440227e-01 -1.901728072918386706e-02 0.000000000000000000e+00
8.663820132678433650e-01 -1.870604060143852068e-02 0.000000000000000000e+00
8.696899769791320844e-01 -1.838993884455508016e-02 0.000000000000000000e+00
8.729454460898782298e-01 -1.806903590873839768e-02 0.000000000000000000e+00
8.761480151960184815e-01 -1.774327101899495288e-02 0.000000000000000000e+00
8.792972079255927387e-01 -1.741245743549599614e-02 0.000000000000000000e+00
8.823924727448455574e-01 -1.707627937600881413e-02 0.000000000000000000e+00
8.854331800164190192e-01 -1.673429460335253832e-02 0.000000000000000000e+00
